order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date,product_id,seller_id,price,shipping_charges,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,payment_sequential,payment_type,payment_installments,payment_value,customer_zip_code_prefix,customer_city,customer_state
s2hngRHN3qab,MX4Ck7MoVikT,delivered,2017-11-24 08:51:18,2017-11-24 09:50:42,2017-12-20 14:52:25,2017-12-20,eCn74CpP6Mqt,l1pYW6GBnPMr,548.35,47.55,toys,350.0,17.0,4.0,12.0,1,credit_card,4.0,53.8,92130,cabeceira grande,MG
3S6WKu3QRdiV,1uNmYV6Y4aLZ,delivered,2017-03-16 16:55:28,2017-03-16 16:55:28,2017-03-21 11:27:51,2017-04-18,YXyydjRCORXk,sCTepL6ozkFz,406.05,109.49000000000001,auto,4050.0,35.0,12.0,20.0,1,wallet,1.0,36.33,39103,goiania,GO
zN4BuXRy3YVN,nm5GNgM05qcM,delivered,2017-06-14 01:13:33,2017-06-14 01:25:12,2017-07-03 16:32:43,2017-07-07,60A5wu5Xy6kf,RKad98cTxhSb,907.6374999999999,14.41,toys,400.0,45.0,15.0,35.0,1,credit_card,3.0,673.02,89032,sabara,MG
royT6Rx4V9o7,o9qWdCPu73Fp,delivered,2017-10-10 18:40:36,2017-10-10 18:49:24,2017-10-19 16:51:45,2017-10-27,UYbRtvzkQgZH,rFT13UJuGo0Q,22.6,50.88,toys,400.0,22.0,16.0,16.0,1,credit_card,5.0,629.63,58225,piraju,SP
L7IV2CSayzJU,Lre301fbbXFi,delivered,2018-06-10 09:02:12,2018-06-12 07:37:09,2018-06-18 13:48:23,2018-07-12,8bMkmVbyYHkI,sVwxlToTFBSf,45.89,109.49000000000001,health_beauty,4050.0,16.0,16.0,16.0,1,wallet,1.0,573.68,56640,santo andre,SP
5e9Lnxw7YVao,urbsdai9MFVB,delivered,2018-08-17 00:51:18,2018-08-17 01:09:22,2018-08-24 18:08:58,2018-09-11,C7GcCIIcO9Gn,eeOyklYXIsE8,403.9,15.77,toys,525.0,14.0,15.0,19.0,1,credit_card,5.0,133.3,29307,cariacica,ES
jXdVoDMRZKXg,P0DXqdavuOKR,delivered,2017-06-25 19:47:17,2017-06-25 19:55:10,2017-06-28 16:46:32,2017-07-14,4Ngy0lDNLrdP,NF2c5KY9GA3R,749.9,21.28,toys,4050.0,68.0,4.0,52.5,1,credit_card,6.0,673.02,7854,sao paulo,SP
baG9SPVKogvz,eggj5ABZtpSN,delivered,2017-11-30 13:29:07,2017-11-30 13:52:15,2017-12-11 16:52:39,2017-12-22,8opgOxWwKmAi,UOGIrJtSldvd,367.0,30.66,toys,250.0,16.0,4.0,11.0,1,credit_card,4.0,207.52,98760,marilia,SP
Jf9yTf9QrPyM,Hvdun5KCW0OC,delivered,2018-03-15 21:14:05,2018-03-15 21:30:36,2018-04-05 00:12:26,2018-04-03,Otkx7cvnqQXd,YpvSch1Raxa9,13.97,0.15,auto,720.0,28.0,18.0,18.0,1,credit_card,3.0,22.58,5212,belo horizonte,MG
UbDZ3F8zeWnF,EoYgSmHXdShU,delivered,2018-03-15 12:40:16,2018-03-16 03:50:08,2018-03-26 15:04:21,2018-04-04,brKswOkWPtqO,K0qPVGdA91KO,161.0,25.87,furniture_decor,650.0,20.0,35.0,20.0,1,wallet,1.0,363.51,18108,belo horizonte,MG
HIDB2Oc3o0lM,bywKBs6SVo2Y,delivered,2018-07-25 20:47:33,2018-07-27 02:05:20,2018-08-08 15:03:45,2018-08-17,YWvCjgDy7T2H,YReTDzMVdUUM,217.91,109.49000000000001,toys,650.0,65.0,2.0,13.0,1,wallet,1.0,673.02,45055,sao gotardo,MG
I1LAtta4HpmI,iGmLfb078kdn,delivered,2017-02-03 09:51:56,2017-02-04 02:25:37,2017-02-13 11:08:12,2017-03-03,M1xbu1rZHmdW,vYu5aYeAvyzz,55.83,14.9,toys,3775.0,35.0,30.0,30.0,1,wallet,1.0,135.0,27347,resplendor,MG
yWFEzTEdXtaQ,AA32Mbj2UMqa,delivered,2018-06-14 22:09:26,2018-06-15 09:37:53,2018-07-05 22:48:23,2018-07-13,D1Fm7zbU7M1V,8cMMpAAFEsxE,145.99,63.1,electronics,150.0,30.0,20.0,20.0,1,credit_card,1.0,96.12,87120,teixeira de freitas,BA
wduU6LzGCVad,6ztPvr2ZeUG8,delivered,2018-01-27 19:07:54,2018-01-30 05:31:37,2018-02-09 01:26:33,2018-02-22,GBooMtUFcEcX,RKad98cTxhSb,100.0,6.38,bed_bath_table,1400.0,45.0,15.0,35.0,1,wallet,1.0,125.84,32072,ituiutaba,MG
yHIr4PPuFqqs,97rWPj5mV2SH,delivered,2018-08-18 15:19:31,2018-08-18 15:30:16,2018-08-27 13:34:48,2018-09-11,4p8rSDRkrmQs,NSTd0PXlulDm,107.63,63.59,toys,2300.0,31.0,34.0,21.0,1,credit_card,5.0,436.31,19913,sao paulo,SP
nyVsmycB1S8X,hx4NTWjSPoq6,delivered,2018-05-03 10:55:03,2018-05-03 12:19:51,2018-05-14 17:16:00,2018-05-25,pEiRw0jzOcki,DFhFdU4CT4XR,259.91,89.11,luggage_accessories,1100.0,35.0,14.0,29.0,1,credit_card,6.0,2.13,81290,valenca,BA
ktwEZyD4QejN,SUte9NESBjtE,delivered,2018-02-09 06:57:50,2018-02-09 07:15:18,2018-03-07 18:17:37,2018-03-07,Llc34brRaltI,fPb06UMDTWgq,77.07,24.23,housewares,950.0,53.0,5.0,13.0,1,credit_card,4.0,117.85,72610,toledo,PR
u36Ede6yKV7N,u1rsMUa6UO4y,delivered,2017-10-28 18:24:10,2017-10-28 18:35:08,2017-11-08 20:32:46,2017-11-24,XOwddL2y9vgr,hmS6KkvxMbyF,819.9,47.55,bed_bath_table,300.0,28.0,13.0,12.0,1,credit_card,6.0,58.58,39660,belo horizonte,MG
KkdWFCYen7B0,Gu9QUINHmZPa,delivered,2017-07-27 13:19:29,2017-07-27 13:30:25,2017-08-02 18:43:07,2017-08-16,MXIDpBL8zOVA,XiLZgWSbLbMn,194.0,20.91,toys,1350.0,27.0,9.0,18.0,1,credit_card,4.0,196.35,77423,rio claro,SP
Lq62CAqgC7Nk,0SJJ2mVJMH3m,delivered,2017-12-04 09:17:35,2017-12-05 10:30:50,2017-12-15 17:46:07,2017-12-27,2Vpm56i1ehPw,MvBLo1GhlfWv,564.99,109.49000000000001,toys,500.0,25.0,15.0,11.0,1,credit_card,3.0,2.25,59110,pedrinopolis,MG
C4CQgLOWhXty,vJkCtDcDYOTF,delivered,2017-11-26 20:59:24,2017-11-27 09:16:13,2017-12-09 11:56:34,2017-12-18,SLTlrWtcYt1m,r7VxefoTVHbb,907.6374999999999,2.75,toys,1750.0,37.0,22.0,40.0,1,wallet,1.0,184.46,79904,sao roque,SP
hazAqYuigy6o,h4smyvu3jCb8,delivered,2018-06-28 16:22:24,2018-06-28 16:35:13,2018-07-11 18:55:55,2018-07-26,V5kCKiXymtWb,VGf596RAXuhp,246.97,26.97,toys,300.0,22.0,12.0,17.0,1,credit_card,6.0,134.46,3451,salvador,BA
Tv8CFOoGa07v,r9fEipy1Rljj,delivered,2017-07-21 22:46:13,2017-07-25 03:45:21,2017-08-04 21:17:51,2017-08-03,7AdHMcUA45kV,nhZiNyvHKd8H,153.75,32.34,toys,150.0,43.0,13.0,14.0,1,wallet,1.0,194.65,5041,cubatao,SP
rNjJEgpx5hdk,ZEZeV3xy9rgc,delivered,2017-08-25 21:49:15,2017-08-25 22:07:56,2017-08-29 22:06:44,2017-09-08,wPUdAGg8JMPE,e04MSACAuPpW,564.99,109.49000000000001,toys,400.0,30.0,30.0,40.0,1,credit_card,1.0,300.48,68148,niteroi,RJ
zxaYJc2qCS7F,ywTmqFgN5Yyh,delivered,2018-02-25 09:57:15,2018-02-27 04:31:05,2018-03-07 23:18:41,2018-03-26,JD2p9wPfOt11,9fFFM6RBxCkT,153.4,12.63,toys,4050.0,25.0,38.0,25.0,1,wallet,1.0,23.45,87580,rio de janeiro,RJ
KT95WtjnjEVC,EEIXgiGYneKB,delivered,2018-05-30 19:19:48,2018-05-31 03:35:48,2018-06-06 18:14:55,2018-07-05,oJfXwuzTqXXt,2jTASjIU2rIf,509.99,109.49000000000001,toys,1250.0,35.0,7.0,48.0,1,wallet,1.0,673.02,89176,vicosa,MG
Nfw5P9cNIyzD,gOZUvl60c0bk,delivered,2018-02-27 20:19:32,2018-02-27 20:30:25,2018-03-28 17:46:35,2018-04-04,tNr8FRpwtNAm,EGW4UK5bOeEZ,539.92,97.55,toys,4050.0,54.0,38.0,18.0,1,credit_card,8.5,9.43,1256,rio de janeiro,RJ
wwICCEGakZEv,nesAhJCrDMPi,delivered,2018-01-19 21:59:11,2018-01-19 22:16:18,2018-02-06 20:03:17,2018-02-16,U533Af13Xuwa,13SGAFbd1P23,71.8,12.7,toys,4050.0,51.0,32.0,50.0,1,credit_card,1.0,70.97,41741,quatis,RJ
SnNb0QkIaQN0,vT7zjkhBiVq9,delivered,2017-12-07 19:42:11,2017-12-07 19:53:25,2017-12-14 18:25:54,2018-01-04,LUrlhAVErTBC,l1pYW6GBnPMr,820.0,47.55,telephony,350.0,17.0,4.0,12.0,1,credit_card,1.0,277.25,4298,cianorte,PR
YROLGupmbzT0,mPjv17jm9Soc,delivered,2017-11-22 18:23:16,2017-11-22 18:34:27,2017-11-24 21:06:52,2017-12-04,p5j9N5MMLk9n,MdWxBEep7ZnV,89.59,13.92,toys,800.0,20.0,12.0,20.0,1,credit_card,4.0,668.04,62875,blumenau,SC
PKRpyq4K5LdX,dxT3UlVYme4T,delivered,2017-10-23 09:24:00,2017-10-23 09:35:32,2017-10-24 21:57:57,2017-11-03,yhM1TNmnd3og,yGbPyLPc8PmT,907.6374999999999,32.34,watches_gifts,400.0,16.0,2.0,20.0,1,credit_card,2.0,41.17,36784,sao paulo,SP
RQoGST9n6xd9,mywiIlvhZtGM,delivered,2018-08-06 08:20:59,2018-08-07 08:35:16,2018-08-13 12:51:27,2018-08-14,LYzz6wB2hnft,afDjK0KR8kr6,21.5,14.42,toys,750.0,60.0,8.0,33.0,1,credit_card,2.0,23.77,86160,guararapes,SP
hR4oy61W7ZBm,THQGHHB004gm,delivered,2018-04-06 20:02:42,2018-04-06 20:10:22,2018-04-18 18:08:42,2018-05-15,Bp2UR8L9Q9VG,2a07LobkzHUx,140.5,21.74,toys,1375.0,30.0,6.0,22.0,1,voucher,1.0,184.53,18270,rio de janeiro,RJ
x7QpgVPF19YP,821UihMiYEyj,delivered,2017-04-22 11:18:48,2017-04-25 08:33:08,2017-05-02 16:24:08,2017-05-11,j8R0KKuILPfQ,YVBAT3QqF9Qj,27.64,31.33,toys,250.0,23.0,14.0,28.0,1,wallet,1.0,267.49,5086,santo anastacio,SP
PsXBTzjCkpww,2Ma12qDbLrOQ,delivered,2018-01-09 07:51:15,2018-01-09 08:11:05,2018-01-17 16:33:01,2018-01-26,zckj2XhT7lRo,JWgtQz0xDGqu,156.3,32.34,toys,100.0,17.0,5.0,12.0,1,credit_card,1.0,204.26,63700,sao paulo,SP
wzxQx5k6CtDw,5KLsZMQ75eOC,delivered,2017-03-18 22:33:43,2017-03-18 22:33:43,2017-03-23 12:07:21,2017-04-17,ES1c9Zb8Fw6j,MMZwzUQNh2jY,288.92,97.57,toys,2100.0,26.0,7.0,26.0,1,credit_card,8.5,353.76,84036,rio de janeiro,RJ
3YUPNiKlIgmw,fTDJ3CCGJTz3,delivered,2017-10-16 11:35:18,2017-10-18 02:51:24,2017-10-27 18:43:28,2017-11-06,EVYOKQqIJQyn,AQc9GKfgidV6,252.99,6.38,cool_stuff,350.0,16.0,11.0,11.0,1,wallet,1.0,673.02,65632,cariacica,ES
Y9FZduBd1lta,6lQ1CXu1dc1f,delivered,2018-01-12 20:00:08,2018-01-12 20:10:55,2018-01-22 22:55:22,2018-02-02,XUNZA2YyAdZB,kiirS0of7bJI,139.79,69.13,toys,1350.0,40.0,20.0,30.0,1,credit_card,2.0,151.14,41920,ribeirao bonito,SP
DsXJCIjXLs5r,I7QlVZXArKNy,delivered,2017-11-26 19:11:20,2017-11-26 19:33:42,2017-12-12 18:05:54,2017-12-21,zm3x0IeDRTCs,K0qPVGdA91KO,907.6374999999999,38.66,toys,500.0,20.0,35.0,20.0,1,credit_card,1.0,192.96,36815,pains,MG
erhJwhPkv0zK,E8NBvhA6My14,delivered,2017-07-13 20:15:15,2017-07-14 20:23:44,2017-07-25 19:25:29,2017-08-09,4xl3DUy6JOK3,TuPm19CMKvrM,58.1,57.95,toys,350.0,36.0,6.0,22.0,1,credit_card,4.0,673.02,48750,brasilia,DF
otWSLdsW2YYL,SjNOeNORStmX,delivered,2018-06-26 19:47:26,2018-06-26 20:07:49,2018-07-12 19:34:46,2018-07-27,fO2qE4AoMtBT,QNwKKOA9Ndbm,384.93,20.81,toys,3800.0,23.0,23.0,23.0,1,credit_card,2.0,673.02,13976,porto alegre,RS
TWOIgYjuUNEo,EqEmHXamUHN9,delivered,2017-07-16 18:19:25,2017-07-17 18:25:23,2017-07-31 18:03:02,2017-07-28,kudPmCkNIp37,pe0KIg2jr1ZE,137.3,66.83,health_beauty,800.0,21.0,4.0,15.0,1,credit_card,2.0,104.19,72880,sao paulo,SP
ByszQruR7gSL,2Zo4w7MFYztR,delivered,2017-06-05 21:21:51,2017-06-05 21:30:15,2017-06-16 16:22:07,2017-07-06,Llc34brRaltI,fPb06UMDTWgq,107.76,82.99,housewares,950.0,53.0,5.0,13.0,1,credit_card,3.0,230.61,3894,inhumas,GO
64kksJysk5hi,sD92sk3xiqtA,delivered,2018-04-23 13:49:33,2018-04-24 18:22:23,2018-05-03 00:19:12,2018-05-15,EOMmoU9dzefx,6ywUQmf7ylJv,907.6374999999999,30.72,toys,425.0,22.0,14.0,21.0,1,credit_card,5.0,398.88,56326,cianorte,PR
2BeJJKCc49J8,mJSm0CDbD4KX,delivered,2018-07-30 15:27:39,2018-07-30 16:07:01,2018-09-03 20:31:06,2018-08-27,jWyR1q6W4ihV,vlLUp3U56e8x,37.13,39.68,toys,213.0,18.0,12.0,13.0,1,credit_card,1.0,41.95,96010,belo horizonte,MG
hG4ibYwHPlDo,PzFGMzYyBrv8,delivered,2017-03-07 16:20:35,2017-03-09 02:55:26,2017-03-24 11:33:13,2017-04-07,bo0oDhXuqJeK,3FEfMKD9aVSs,166.94,29.26,toys,2700.0,41.0,36.0,31.0,1,wallet,1.0,154.14,20220,macaubas,BA
14JMl2un6dca,4E6CFCS41gLP,delivered,2018-02-03 18:42:00,2018-02-04 00:09:43,2018-02-06 16:08:57,2018-02-21,2kwC7nBYwqDA,WC3AzGT7OMa6,518.18,23.6,toys,100.0,20.0,4.0,20.0,1,credit_card,1.0,607.98,77725,sao paulo,SP
nUWBhcPJmCiw,AxzAZmb8FiAM,delivered,2017-08-10 21:49:08,2017-08-10 22:10:21,2017-08-14 15:24:45,2017-08-31,1ZBHDvlyL6yQ,qMSMJjxggK58,125.46,22.18,cool_stuff,1650.0,23.0,38.0,25.0,1,voucher,1.0,133.96,94090,sao paulo,SP
EMxwW4EI6cem,dmIomhXXT1ai,delivered,2018-03-20 13:43:33,2018-03-21 13:47:46,2018-03-29 21:06:18,2018-04-06,ZGVWjcRgBK1i,yDXyFJchpECr,45.83,22.18,toys,650.0,52.0,4.0,42.0,1,voucher,1.0,33.48,44620,leme,SP
4AR31w5ekxkH,1vyCSCUXwYwf,delivered,2016-10-06 18:50:25,2016-10-06 19:31:39,2016-10-13 19:31:39,2016-12-02,GzZp44Pb9imi,dHUHvmn8Gewy,127.77,109.49000000000001,toys,200.0,16.0,9.0,11.0,1,credit_card,5.0,188.96,11668,curitiba,PR
npsmMEh43oql,Oi3ADLdRS71f,processing,2017-09-08 17:33:58,2017-09-08 17:50:21,2018-06-18 14:31:22,2017-10-13,G67Sow5dm6Mn,DPsJ7lZS7GnJ,153.75,47.55,toys,50.0,16.0,2.0,11.0,1,credit_card,1.0,107.01,60533,viamao,RS
mwRIxY1jew0C,nfbT16OIBdxd,delivered,2018-06-15 15:25:33,2018-06-15 15:59:54,2018-06-21 19:58:48,2018-07-13,6nOsj3MJpuDf,QwTHQ3NRUJGs,128.99,15.24,toys,850.0,24.0,20.0,24.0,1,credit_card,4.0,215.09,18125,sao paulo,SP
O1L4ndRnNHxC,DBCp3thgaDhU,delivered,2017-04-18 23:36:42,2017-04-20 02:50:24,2017-05-05 15:56:59,2017-05-26,XSKMvmsIsmJW,WeVJcjA8H5qT,42.79,50.43,toys,1050.0,22.0,15.0,20.0,1,wallet,1.0,83.27,98980,xanxere,SC
MOEDVbQPCzpE,SkOK3hnMp6ua,delivered,2018-07-13 15:14:12,2018-07-13 15:25:23,2018-07-24 16:56:22,2018-08-02,WUPzd7oJuHpB,9fFFM6RBxCkT,35.95,30.25,toys,4050.0,30.0,30.0,39.0,1,credit_card,1.0,3.41,64915,brasilia,DF
6wd7tEAzRFiK,vKPNBGm4TD6Y,delivered,2018-03-27 11:26:05,2018-03-28 02:47:56,2018-04-13 17:34:51,2018-04-26,7grztYpCkySJ,K0qPVGdA91KO,161.0,19.4,toys,850.0,20.0,25.0,20.0,1,wallet,1.0,214.02,37561,piritiba,BA
Jtf1Q8mIo9Yw,9TlKo50r9zEf,delivered,2017-08-20 11:07:39,2017-08-20 11:25:05,2017-08-25 21:12:14,2017-09-01,HgPeZx2cXbNh,HQ4j3Fr6B61e,252.99,50.83,toys,4050.0,61.0,34.0,36.0,1,credit_card,3.0,82.31,72410,braganca paulista,SP
H6DuT3uk2Q0e,FyyYwhQPg1tf,delivered,2018-08-03 13:22:35,2018-08-07 04:44:39,2018-08-13 13:45:32,2018-08-15,l3AitcOfPiRC,6RBm8XoBSX9U,453.7,44.33,toys,250.0,17.0,15.0,16.0,1,wallet,1.0,283.91,37131,campinas,SP
ovlwpbtEtLVh,GxoFaI26V98V,delivered,2018-04-23 21:16:12,2018-04-24 18:21:35,2018-05-03 19:46:56,2018-05-15,Ffe8gTdmyO3U,4cJY064rRFhL,107.63,8.37,toys,533.0,22.0,11.0,20.0,1,credit_card,2.0,19.92,13469,salvador,BA
SOuz3kx3rjch,DmtOoGlrAs4c,delivered,2018-05-18 22:14:49,2018-05-18 22:33:37,2018-06-08 23:45:48,2018-06-06,bOoBmzMgNlCT,CY57aBAJBAzB,161.14,53.29,toys,1100.0,28.0,3.0,21.0,1,credit_card,3.0,255.75,6162,presidente epitacio,SP
GZV2ldLL0r0V,7iOY3Btv2hym,delivered,2018-06-12 21:52:44,2018-06-12 22:21:38,2018-06-18 17:03:59,2018-06-29,BQ7HqMwH5ToQ,WTbhLip6Y9IF,574.2,64.29,toys,225.0,16.0,7.0,11.0,1,credit_card,2.0,48.23,63575,viradouro,SP
X1LATz8roQmf,9HGFEamqlFf4,delivered,2018-04-06 12:55:08,2018-04-06 13:09:08,2018-04-09 15:21:19,2018-04-23,Hexke95TCH98,YlP5976VHgAM,134.57,34.33,toys,200.0,20.0,10.0,11.0,1,voucher,1.0,673.02,30532,itu,SP
KDKJBkU7YQaI,clveNoJXVoP3,delivered,2018-03-08 16:00:20,2018-03-09 02:31:27,2018-04-18 18:04:22,2018-03-27,5XsPKcCVlpe8,l1pYW6GBnPMr,779.9,12.28,toys,250.0,18.0,4.0,12.0,1,wallet,1.0,193.99,62190,niteroi,RJ
PtgVmOg9yCmF,FMm7AQexKsRj,delivered,2017-05-10 09:00:07,2017-05-10 09:10:18,2017-05-22 16:47:57,2017-06-01,mZy42kLQFOT1,TTC7gLTt2cie,779.9,20.9,toys,200.0,27.0,14.0,13.0,1,credit_card,3.0,548.08,41152,brasilia,DF
QUKQApmkWR8z,pSHbCeblskH8,delivered,2017-12-11 11:26:02,2017-12-11 11:33:34,2017-12-29 19:47:05,2018-01-16,PWl2yBtu82h0,TuPm19CMKvrM,117.56,21.88,perfumery,250.0,20.0,8.0,21.0,1,credit_card,2.0,221.84,45823,imbituba,SC
hFCFIff0f4KF,0tpzceLAIXi6,delivered,2018-03-21 20:09:23,2018-03-22 20:10:27,2018-04-03 19:38:37,2018-04-16,JVxWzxoqkIPh,wdkFVpIzRNT3,10.1,10.37,cool_stuff,4050.0,61.0,38.0,35.0,1,credit_card,6.0,530.01,3242,aracaju,SE
VjC3TsCE0V8i,6074FQioolQF,delivered,2017-11-25 16:00:20,2017-11-25 16:14:21,2018-01-16 22:45:32,2017-12-28,NR6RSv41Rbb4,8rHUnSQeQcMj,295.89,75.48,toys,950.0,45.0,15.0,25.0,1,credit_card,8.5,23.87,72156,sao miguel dos campos,AL
bJw0suB14qvF,dyVG9No1evBZ,delivered,2017-02-19 19:30:12,2017-02-19 19:42:11,2017-03-11 05:43:48,2017-03-23,lYytFalO11Zl,1tQEjUJuOyJ8,218.2,19.67,furniture_decor,900.0,32.0,6.0,28.0,1,credit_card,3.0,60.42,1416,toledo,PR
vPKGD0HfrgwQ,j1MthpvL3BkR,delivered,2018-02-28 11:15:41,2018-02-28 11:32:42,2018-03-16 19:02:51,2018-03-26,ipm0JHd1Uo60,7KovPWNcMm5O,29.84,12.86,toys,1092.0,30.0,26.0,22.0,1,credit_card,3.0,214.98,64017,curitiba,PR
tsciDriBAjdn,Nteao2XY1K8X,delivered,2017-10-02 10:39:19,2017-10-02 10:49:45,2017-10-06 21:14:03,2017-10-24,QwBqWGV8MEgK,QZGYZHmzukoV,527.99,69.82,toys,4050.0,68.0,4.0,42.0,1,credit_card,2.0,30.31,70833,belo horizonte,MG
s4nmQdphjmsG,qTr1J0vV7Uq5,delivered,2017-04-06 19:52:25,2017-04-17 08:50:17,2017-05-10 14:46:53,2017-05-12,9o5aGPLpSZGU,EGW4UK5bOeEZ,335.99,107.6,office_furniture,4050.0,53.0,38.0,17.0,1,wallet,1.0,673.02,28300,joao pessoa,PB
yszZYblvGIQD,Io3r1z7k5FzV,delivered,2018-02-10 12:08:10,2018-02-10 12:28:31,2018-02-20 23:12:59,2018-03-06,jrc0v3ZRw6Zg,ZNVgXvCvMqkS,266.55,51.45,bed_bath_table,800.0,20.0,20.0,20.0,1,credit_card,6.0,248.85,75530,belo horizonte,MG
ZAk2I46y83px,hRxNvyJphz9G,delivered,2018-01-22 14:57:10,2018-01-22 15:12:55,2018-01-29 19:36:48,2018-02-14,CY8OZ3lT9uqB,sevytuBWdSFl,907.6374999999999,30.66,telephony,250.0,18.0,3.0,28.0,1,credit_card,1.0,608.88,20930,capao bonito,SP
jvbLtcZdpjF0,KKe6ZKZn2D9r,delivered,2017-04-20 10:14:27,2017-04-21 10:21:55,2017-05-12 16:57:54,2017-05-12,vIDG7lMnZYAh,FDJOy3Tl4fuP,115.92,109.49000000000001,toys,300.0,16.0,16.0,16.0,1,credit_card,8.5,113.68,45603,camboriu,SC
jNPWRJADKZRx,h8FR3UcF3u63,delivered,2017-10-09 10:51:59,2017-10-11 03:49:34,2017-10-17 18:36:06,2017-11-01,o9Me0x9W6Byu,XLxN4hdOlYco,167.0,20.9,telephony,50.0,19.0,3.0,11.0,1,wallet,1.0,107.01,59631,sao goncalo,RJ
tTSRIy590PYd,ckjswJ9L3KVn,delivered,2018-04-11 13:27:29,2018-04-11 13:50:26,2018-04-30 15:51:46,2018-05-25,tfgKHMdnTKpJ,RsUgQvBvc24M,114.9,56.78,toys,425.0,17.0,11.0,14.0,1,credit_card,8.5,1.39,89828,rio de janeiro,RJ
QoPy1iA5yAcl,fbBO4Pnre3m8,delivered,2017-11-25 10:50:33,2017-11-25 10:59:26,2017-12-14 15:12:40,2017-12-22,M6dHMMDQkzl9,pgzEZp7qYHHI,125.46,10.55,toys,4050.0,44.0,15.0,34.0,1,credit_card,2.0,100.1,30455,sacramento,MG
yZDcUgLfxC5p,ZCJe903puuAw,delivered,2017-05-09 04:33:51,2017-05-09 05:02:14,2017-06-09 17:12:16,2017-06-16,Beg0Nn0DnaDc,bl8PTwqK0kvN,95.03,94.51,toys,325.0,21.0,21.0,21.0,1,credit_card,7.0,94.77,1216,escada,PE
bZt2Dh8WSM8M,vmyZRCFCqWWg,delivered,2017-10-23 21:21:17,2017-10-23 22:28:20,2017-10-31 18:40:04,2017-11-17,cxxQZPbPskro,yWBcmXHhf5dK,18.04,31.8,toys,2000.0,35.0,10.0,25.0,1,credit_card,8.0,310.28,73813,porto alegre,RS
kuGYsHm1jp1e,qj4vIeaiOUW7,delivered,2018-05-13 22:13:00,2018-05-14 13:56:56,2018-05-17 00:28:45,2018-05-22,dWtCOL85hI17,g2syaRzQEltv,259.25,44.55,musical_instruments,350.0,17.0,7.0,11.0,1,wallet,1.0,24.03,15350,osasco,SP
7JVTcmLQ0izY,px9wlTqTaqOE,delivered,2018-03-28 08:21:12,2018-03-28 08:35:20,2018-04-16 23:08:59,2018-04-25,bFMssPOBJiPp,EGW4UK5bOeEZ,77.07,67.81,office_furniture,4050.0,57.0,38.0,22.0,1,credit_card,2.0,198.14,74686,guarulhos,SP
pGE0Yq9RV1R6,iXT1zIiMxn8E,delivered,2018-07-18 07:41:58,2018-07-18 07:55:15,2018-07-23 21:39:38,2018-08-02,aOB6HboQlL44,l0RI4DILzhSg,135.13,109.49000000000001,toys,1425.0,35.0,13.0,20.0,1,credit_card,8.0,66.09,59086,teofilo otoni,MG
LuB5WEbjwZzc,IPPva2iZhuwT,delivered,2017-11-23 22:27:48,2017-11-23 22:36:59,2017-12-11 12:38:58,2017-12-22,fv7KNAysdXlN,MvBLo1GhlfWv,2.2,36.51,toys,260.0,21.0,16.0,20.0,1,credit_card,1.0,345.4,6329,santa luzia do norte,AL
znMZ2XAnnv6J,kAjXK4VjvuwI,delivered,2017-06-28 09:16:58,2017-06-28 09:30:17,2017-07-04 14:33:07,2017-07-18,6ZFX3m9L5EOQ,dMvfk1IQQJPl,60.09,32.1,toys,500.0,16.0,7.0,20.0,1,credit_card,6.0,38.22,3571,guaicara,SP
YBlhVqNV33bC,HQh2FtrspKWF,delivered,2018-03-04 21:00:45,2018-03-04 21:10:58,2018-03-18 16:41:06,2018-03-22,Svw6toeCSAEv,7KovPWNcMm5O,11.77,109.49000000000001,toys,660.0,21.0,16.0,16.0,1,credit_card,3.0,466.84,98975,sao paulo,SP
SDEVyRVPWmqo,I8v0BkdarGS8,delivered,2017-07-14 17:10:11,2017-07-18 05:55:29,2017-07-24 16:52:48,2017-08-10,pU5fWNKelNPf,kJEFisr2CqPX,115.32,49.26,home_confort,2300.0,40.0,20.0,30.0,1,wallet,1.0,134.98,65765,varzea paulista,SP
qXqFeTOkyQei,R7oPP2njyYPk,delivered,2018-05-04 18:35:55,2018-05-04 18:53:56,2018-05-08 16:47:01,2018-05-23,ZWyg4uNWPHjJ,yGbPyLPc8PmT,907.6374999999999,34.33,toys,250.0,16.0,2.0,11.0,1,credit_card,1.0,78.63,1405,sao paulo,SP
F1HnAezqneTU,XRzQKXeII3vA,delivered,2017-09-03 10:58:40,2017-09-03 11:45:33,2017-09-22 18:32:39,2017-09-27,E9UgM2MvSJ8l,wAgnN3eGF2Af,193.25,24.0,toys,4050.0,50.0,27.0,38.0,1,debit_card,1.0,103.89,18135,rio de janeiro,RJ
gf2k0VrbMoZ7,OmTEFSLcYcNC,delivered,2017-03-20 11:01:19,2017-03-20 11:01:19,2017-03-29 14:27:34,2017-04-10,2uela1gZHPv4,mfE47TAJF4NL,56.89,67.48,toys,400.0,30.0,5.0,30.0,1,wallet,1.0,239.76,38749,indaiatuba,SP
nQfqNumM3HBo,8lntf8P0OJh0,delivered,2017-05-16 20:42:43,2017-05-16 20:55:18,2017-05-25 08:39:53,2017-06-16,iHyoD1tXUtof,oI8R7WsNWWBc,419.9,36.51,toys,250.0,39.0,2.0,30.0,1,credit_card,2.0,75.3,77825,recife,PE
